Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16
NTPC.NS,NTPC.NS,0.021305788836998244,-0.014555122302131828,0.0008690582078719897,0.08006058387440909,-0.01816548930599049,0.03784993411961162,-0.005294925392119173,-0.1246774239745508,0.15265148840388473,0.09186217127435854,0.10599645477647046,0.01763839715377331,0.013812031460938871,0.04931822534848867,-0.03871787492681005,-0.05362107875210711
ONGC.NS,ONGC.NS,0.029013229738308437,-0.08788912844237447,0.08749877728003717,0.049972160449871884,0.022688870733158874,-0.060040881780223626,-0.030319128259083748,0.027173937222743996,0.06168889661767595,-0.07807999345041254,0.1664287283709354,0.05101544096230426,0.08598189916982987,0.1070543630186698,-0.03276275967319611,-0.03339215083013249
POWERGRID.NS,POWERGRID.NS,0.08772152350112707,0.04457889273544718,-0.09302461179337365,-0.030608900266115686,-0.008935578636043513,0.06335678190336566,0.07005542489523793,-0.1401399282057205,0.051945599251361434,-0.03570854278142526,0.13095837263703794,0.031397720563810703,0.08123920979518946,0.06682585448321479,-0.008835147470308915,-0.09154189066839853
RELIANCE.NS,RELIANCE.NS,-0.08704061565783654,0.05630168889838329,0.057025968261417,0.08602370602464486,0.12425493437409882,0.019746772953588457,-0.008498872847299074,0.0939205875237139,0.04849784724795124,0.020369139505928172,0.021241567866041353,-0.07613263615801595,0.09334506252151768,-0.003386362109764872,-0.056531353814986085,0.04004880350201821
SBIN.NS,SBIN.NS,-0.007283476571841258,-0.026141317545353416,-0.1002492501371162,0.033098974447044384,0.00017254968001931002,-0.052815871354429576,-0.021150902288733155,0.04252787909142503,-0.0041856043256236946,0.04236008745824698,0.14418156609361327,-0.006751020253791728,-0.058015486909663724,-0.03624992554543453,0.12079557902912413,0.03588166132728617
SHREECEM.NS,SHREECEM.NS,0.04620212443626979,-0.08331229591059083,-0.03237301165465785,-0.08376790271964249,0.012123450929318899,-0.07171666569203312,-0.03434849814143437,-0.05108556639261683,0.10253432054444182,-0.02781447208779277,-0.053209908733886674,0.11392309402398806,-0.051794684499345434,-0.01308635763016725,0.0403025469735847,0.09920759704341485
SUNPHARMA.NS,SUNPHARMA.NS,-0.11995796144139237,0.10298565600934334,0.015147085822673002,-0.15263351266162004,-0.038583392525376195,-0.009524530872736308,0.08865111159943259,-0.07096760344250017,0.0766741873907109,-0.04828535316946148,-0.023330576024961497,-0.1106616660998712,-0.04598711684162757,-0.021647132373907398,-0.07193262640118742,0.0604697080793917
TATACONSUM.NS,TATACONSUM.NS,-0.00916612204907699,-0.006551565943084336,0.07158835383527841,0.04681546793871721,0.03471059491414781,-0.09620602642344765,-0.05984995682936019,-0.12557145073521678,-0.02606636435122429,-0.0663895929327116,-0.07143715336073786,-0.06971234142404104,-0.05019383216060495,-0.04257528277766801,-0.004181930643071222,-0.06980868591942214
TATAMOTORS.NS,TATAMOTORS.NS,-0.03295517843347643,0.020078231540664186,-0.07852654685225162,0.03452654668141025,0.0029572656976929734,-0.09588032191593286,0.07230877626425247,0.11365677192174457,-0.06818774457173063,-0.11473249644704414,0.08584209596610166,0.007128000228994682,-0.04556789629547578,0.02342582601296121,-0.020057426518151733,0.011074313449250521
TATAPOWER.NS,TATAPOWER.NS,0.03393795521547491,-0.058677596280376554,-0.051915203428621645,0.11707334086255043,-0.12546795653589216,-0.12217463674514133,0.030590087822130636,0.025781786443827545,0.04321728747033407,0.009718782320017539,-0.004910454172327819,-0.025750650726497612,-0.010973330247842465,0.005497079799167212,-0.06155864023928811,-0.017051688357393468
